Date,STI,Hang_Seng,KOSPI,Nikkei_225,Shanghai_Composite,SP500
2003-01-06,1331.62,9665.96,666.71,8713.33,1334.68,929.01
2003-01-07,1318.74,9652.4,652.2,8656.5,1332.06,922.93
2003-01-08,1332.32,9688.21,651.72,8517.8,1372.07,909.93
2003-01-09,1335.09,9675.41,630.4,8497.93,1397.38,927.57
2003-01-10,1347.17,9721.5,628.36,8470.45,1384.86,927.57
2003-01-14,1401.37,9796.31,650.05,8553.06,1466.85,931.66
2003-01-15,1386.62,9873.49,648.29,8611.75,1459.92,918.22
2003-01-16,1379.52,9743.23,648.69,8609.17,1485.62,914.6
2003-01-17,1366.83,9614.59,636.46,8690.25,1478.68,901.78
2003-01-21,1365.32,9568.47,632.86,8708.58,1454.89,887.62
2003-01-22,1369.13,9560.29,622.49,8611.04,1460.53,878.36
2003-01-23,1364.41,9584.7,625.18,8790.92,1450.62,887.34
2003-01-24,1358.04,9460.6,609.43,8731.65,1479.07,861.4
2003-01-27,1331.25,9298.67,593.09,8609.47,1496.16,847.48
2003-01-28,1339.69,9325.6,600.56,8525.39,1500.64,858.54
2003-01-29,1302.85,9240.79,583.35,8331.08,1499.81,864.36
2003-02-10,1282.73,9232.14,577.25,8484.93,1480.17,835.97
2003-02-13,1268.33,9173.43,575.67,8599.66,1504.34,817.37
2003-02-14,1273.48,9201.76,575.24,8701.92,1510.95,834.89
2003-02-18,1293.81,9397.05,603.45,8692.97,1496.47,851.17
2003-02-19,1315.53,9427.63,600.83,8678.44,1510.8,845.13
2003-02-20,1312.41,9390.48,605.51,8650.92,1509.49,837.1
2003-02-21,1315.03,9250.86,603.6,8513.54,1478.87,848.17
2003-02-24,1306.79,9239.47,616.29,8564.95,1481.94,832.58
2003-02-25,1290.44,9148.48,592.25,8360.49,1511.28,838.57
2003-02-26,1287.14,9116.28,590.26,8356.81,1513.18,827.55
2003-02-27,1271.25,9134.24,582.46,8359.38,1513.7,837.28
2003-02-28,1273.85,9122.66,575.43,8363.04,1511.93,841.15
2003-03-03,1279.2,9268.77,590.04,8490.4,1525.48,834.81
2003-03-04,1268.96,9181.89,576.58,8480.22,1524.3,821.99
2003-03-05,1265.5,9109.18,560.26,8472.62,1517.18,829.85
2003-03-06,1243.82,8962.26,555.33,8369.15,1498.34,822.1
2003-03-07,1226.15,8907.1,546.02,8144.12,1493.09,828.89
2003-03-10,1213.82,8861.87,544.24,8042.26,1468.92,807.48
2003-03-12,1233.68,8874.99,531.81,7943.04,1475.01,804.19
2003-03-13,1231.77,8787.45,531.78,7868.56,1464.65,831.9
2003-03-14,1250.88,8956.17,537.65,8002.69,1466.04,833.27
2003-03-17,1234.42,8804.16,515.24,7871.64,1469.27,862.79
2003-03-18,1274.12,9041.51,537.31,7954.46,1459.89,866.45
2003-03-19,1285.01,9158.59,541.78,8051.04,1469.96,874.02
2003-03-20,1308.17,9194.56,568.46,8195.05,1464.54,875.67
2003-03-24,1299.56,9108.45,569.85,8435.07,1477.77,864.23
2003-03-25,1311.32,9062.15,554.98,8238.76,1462.4,874.74
2003-03-26,1325.0,9047.09,554.79,8351.92,1456.27,869.95
2003-03-27,1313.65,8872.32,549.26,8368.67,1499.35,868.52
2003-03-28,1318.43,8863.36,556.33,8280.16,1491.94,863.5
2003-03-31,1267.82,8634.45,535.7,7972.71,1510.58,848.18
2003-04-01,1282.58,8596.89,538.56,7986.72,1522.55,858.48
2003-04-02,1299.77,8706.19,542.92,8069.85,1521.32,880.9
2003-04-03,1302.54,8648.16,545.24,8017.75,1511.73,876.45
2003-04-04,1313.73,8822.45,558.01,8074.12,1521.13,878.85
2003-04-07,1338.83,8962.21,585.9,8249.98,1515.13,879.93
2003-04-08,1318.12,8806.66,587.32,8131.41,1520.55,878.29
2003-04-09,1292.85,8636.85,569.47,8057.61,1543.67,865.99
2003-04-10,1295.91,8625.72,577.73,7980.12,1551.18,871.58
2003-04-11,1301.02,8645.65,582.97,7816.49,1576.86,868.3
2003-04-14,1282.87,8533.55,594.4,7752.1,1616.07,885.23
2003-04-15,1291.83,8632.1,604.99,7838.83,1631.47,890.81
2003-04-16,1292.35,8675.14,621.34,7879.49,1606.24,879.91
2003-04-17,1282.51,8579.14,612.72,7821.9,1613.6,893.58
2003-04-22,1274.37,8571.91,603.32,7790.46,1568.69,911.37
2003-04-23,1266.08,8519.6,598.09,7793.38,1541.96,919.02
2003-04-24,1243.01,8442.11,588.35,7854.57,1503.59,911.43
2003-04-25,1229.14,8409.01,566.63,7699.5,1487.15,898.81
2003-04-28,1241.04,8435.04,569.02,7607.88,1537.69,914.84
2003-04-30,1281.33,8717.22,599.35,7831.42,1521.44,916.92
2003-05-12,1327.42,9155.57,631.04,8221.12,1531.87,945.11
2003-05-13,1323.16,9119.04,614.07,8190.26,1485.31,942.3
2003-05-14,1311.0,9103.69,609.97,8244.91,1522.92,939.28
2003-05-16,1304.91,9093.18,610.81,8117.29,1554.45,944.3
2003-05-19,1292.89,9087.37,596.36,8039.13,1555.45,920.77
2003-05-20,1299.23,9050.4,602.08,8059.48,1535.52,919.73
2003-05-21,1290.73,9059.8,600.57,8018.51,1533.48,923.42
2003-05-22,1305.7,9131.49,595.38,8051.66,1546.11,931.87
2003-05-23,1318.14,9303.73,611.51,8184.76,1560.95,933.22
2003-05-27,1325.3,9420.81,614.3,8120.24,1568.34,951.48
2003-05-28,1338.6,9510.62,628.36,8234.18,1551.81,953.22
2003-05-29,1344.3,9508.55,632.43,8375.36,1568.16,949.64
2003-05-30,1349.0,9487.38,633.42,8424.51,1576.26,963.59
2003-06-02,1380.72,9637.53,648.71,8547.17,1576.53,967.0
2003-06-03,1378.39,9662.82,636.94,8564.49,1562.24,971.56
2003-06-05,1427.61,9639.01,642.38,8657.23,1556.25,990.14
2003-06-09,1443.73,9733.51,650.35,8822.73,1530.21,975.93
2003-06-10,1440.92,9703.72,649.75,8789.09,1538.76,984.84
2003-06-11,1448.79,9662.06,651.29,8890.3,1565.84,997.48
2003-06-12,1479.41,9736.84,657.95,8918.6,1562.11,998.51
2003-06-13,1479.3,9855.64,665.24,8980.64,1566.77,988.61
2003-06-16,1465.16,9862.28,657.82,8839.83,1559.7,1010.74
2003-06-17,1493.69,10030.37,674.66,9033.0,1557.18,1011.66
2003-06-18,1486.7,9970.3,675.75,9092.97,1553.88,1010.09
2003-06-19,1521.15,9980.11,690.49,9110.51,1538.75,994.7
2003-06-20,1519.16,9930.31,686.22,9120.39,1529.47,995.69
2003-06-23,1491.79,9734.29,674.59,9137.14,1511.36,981.64
2003-06-24,1464.21,9629.35,664.01,8919.26,1512.43,983.45
2003-06-25,1462.57,9628.99,674.03,8932.26,1502.08,975.32
2003-06-26,1458.02,9606.11,675.75,8923.41,1515.38,985.82
2003-06-27,1477.73,9657.21,677.28,9104.06,1497.05,976.22
2003-06-30,1447.89,9577.12,669.93,9083.11,1486.02,974.5
2003-07-02,1477.17,9602.62,685.8,9592.24,1499.68,993.75
2003-07-03,1482.93,9646.1,686.83,9624.8,1504.44,985.7
2003-07-07,1516.09,9892.4,704.29,9795.16,1501.48,1004.42
2003-07-08,1518.95,9992.87,708.34,9898.72,1512.02,1007.84
2003-07-09,1523.15,10027.41,705.5,9990.95,1503.31,1002.21
2003-07-10,1519.76,9983.31,700.51,9955.62,1531.93,988.7
2003-07-11,1544.84,9911.5,704.15,9635.35,1528.85,998.14
2003-07-14,1574.46,10122.4,720.1,9755.63,1521.41,1003.86
2003-07-15,1588.67,10135.55,713.45,9751.0,1525.44,1000.42
2003-07-16,1595.92,10207.17,716.48,9735.97,1529.49,994.09
2003-07-18,1580.96,10140.84,699.35,9527.73,1507.16,993.32
2003-07-22,1550.51,10008.71,699.7,9485.97,1498.48,988.11
2003-07-23,1556.82,9900.56,695.74,9615.34,1502.15,988.61
2003-07-24,1549.25,9923.14,702.94,9671.0,1493.45,981.6
2003-07-25,1566.93,9939.2,705.09,9648.01,1477.65,998.68
2003-07-28,1587.16,10134.88,717.8,9839.91,1470.39,996.52
2003-07-29,1580.88,10198.6,722.33,9834.31,1477.3,989.28
2003-07-30,1578.19,10121.22,714.15,9632.66,1479.65,987.49
2003-07-31,1558.87,10134.83,713.52,9563.21,1476.74,990.31
2003-08-01,1557.08,10248.6,727.26,9611.67,1476.97,980.15
2003-08-04,1537.28,10183.14,718.54,9452.79,1494.36,982.82
2003-08-05,1508.69,10177.38,721.84,9382.58,1494.31,965.46
2003-08-06,1510.18,9987.54,707.88,9323.91,1486.25,967.08
2003-08-07,1533.61,9958.05,709.81,9265.56,1487.37,974.12
2003-08-08,1534.54,9945.22,704.14,9327.53,1471.27,977.59
2003-08-11,1553.59,10093.54,704.58,9487.8,1474.41,980.59
2003-08-12,1563.63,10184.17,701.3,9564.81,1479.28,990.35
2003-08-13,1591.48,10301.47,713.08,9752.75,1465.83,984.03
2003-08-14,1598.97,10374.02,727.01,9913.47,1455.9,990.51
2003-08-18,1622.24,10525.04,730.1,10032.97,1445.09,999.74
2003-08-19,1615.28,10509.29,740.13,10174.1,1449.71,1002.35
2003-08-20,1611.97,10475.33,737.2,10292.06,1441.66,1000.3
2003-08-21,1635.34,10643.63,754.34,10362.69,1441.09,1003.27
2003-08-22,1640.19,10760.73,754.72,10281.17,1438.88,993.06
2003-08-25,1630.39,10764.22,756.73,10276.64,1422.18,993.71
2003-08-26,1600.02,10753.93,753.0,10332.57,1425.21,996.73
2003-08-27,1594.52,10678.55,758.98,10308.99,1425.36,996.79
2003-08-28,1593.58,10760.12,752.81,10225.22,1415.69,1002.84
2003-08-29,1599.25,10908.99,759.47,10343.55,1421.98,1008.01
2003-09-02,1596.36,10939.94,766.5,10690.08,1446.51,1021.99
2003-09-03,1605.0,11102.36,766.32,10715.69,1447.85,1026.27
2003-09-04,1610.23,11138.62,764.15,10646.95,1447.43,1027.97
2003-09-05,1617.84,11170.61,761.55,10650.77,1431.53,1021.39
2003-09-08,1622.28,11165.28,760.25,10683.76,1425.73,1031.64
2003-09-09,1580.14,11046.82,767.46,10922.04,1420.07,1023.17
2003-09-16,1584.48,11071.38,763.63,10887.03,1406.1,1029.32
2003-09-17,1602.75,11140.05,766.59,10990.11,1389.82,1025.97
2003-09-18,1601.23,11069.22,758.18,11033.32,1390.48,1039.58
2003-09-19,1589.86,10968.42,748.25,10938.42,1391.37,1036.3
2003-09-22,1586.63,10873.27,714.89,10475.1,1381.44,1022.82
2003-09-24,1634.03,11295.89,724.7,10502.29,1394.23,1009.38
2003-09-25,1629.82,11286.52,713.52,10310.04,1376.29,1003.27
2003-09-26,1627.54,11290.15,697.4,10318.44,1370.84,996.85
2003-09-29,1628.71,11141.28,696.06,10229.57,1355.33,1006.58
2003-09-30,1630.8,11229.87,697.52,10219.05,1367.16,995.97
2003-10-08,1733.91,11720.8,722.76,10542.2,1371.69,1033.78
2003-10-09,1738.12,11800.37,736.16,10531.44,1369.17,1038.73
2003-10-10,1746.04,11935.83,757.89,10786.04,1404.01,1038.06
2003-10-14,1730.73,11856.02,766.52,10966.43,1388.17,1049.48
2003-10-15,1748.96,12056.18,764.23,10899.95,1383.1,1046.76
2003-10-16,1754.19,12027.57,776.97,11025.15,1365.51,1050.07
2003-10-17,1772.18,12044.49,767.75,11037.89,1370.58,1039.32
2003-10-20,1780.24,12147.89,776.44,11161.71,1359.5,1044.68
2003-10-21,1792.86,12250.69,779.89,11031.52,1364.3,1046.03
2003-10-22,1771.26,12238.63,779.28,10889.62,1398.01,1030.36
2003-10-23,1732.96,11737.18,754.14,10335.16,1386.65,1033.77
2003-10-27,1712.62,11749.72,761.61,10454.12,1369.46,1031.13
2003-10-28,1736.1,12091.88,775.36,10561.01,1369.32,1046.79
2003-10-29,1722.29,12130.51,779.66,10739.22,1361.49,1048.11
2003-10-30,1715.3,12143.35,785.94,10695.56,1344.63,1046.94
2003-10-31,1723.71,12190.1,782.36,10559.59,1348.3,1050.71
2003-11-04,1793.51,12440.72,796.06,10847.97,1389.55,1053.25
2003-11-05,1777.25,12438.92,805.51,10837.54,1385.11,1051.81
2003-11-06,1763.13,12150.09,790.04,10552.3,1356.79,1058.05
2003-11-07,1769.09,12215.17,804.05,10628.98,1335.2,1053.21
2003-11-10,1742.33,12156.68,796.56,10504.54,1340.1,1047.11
2003-11-11,1698.95,12003.62,787.77,10207.04,1343.62,1046.57
2003-11-12,1717.36,11971.48,796.31,10226.22,1317.79,1058.53
2003-11-13,1746.74,12227.57,813.11,10337.67,1319.61,1058.41
2003-11-14,1736.72,12203.53,809.89,10167.06,1331.05,1050.35
2003-11-17,1698.12,11997.02,794.47,9786.83,1328.1,1043.63
2003-11-18,1708.38,12027.26,800.97,9897.05,1316.56,1034.15
2003-11-19,1677.35,11872.99,771.7,9614.6,1338.87,1042.44
2003-11-20,1662.43,11845.41,769.45,9865.7,1376.51,1033.65
2003-11-21,1657.25,11839.8,770.78,9852.83,1361.56,1035.28
2003-11-26,1688.41,12086.67,782.65,10144.83,1411.91,1058.45
2003-11-28,1714.0,12317.47,796.18,10100.57,1397.22,1058.2
2003-12-01,1737.75,12456.99,807.39,10403.27,1432.7,1070.12
2003-12-02,1728.96,12412.23,807.78,10410.15,1435.31,1066.62
2003-12-03,1737.46,12361.18,808.34,10326.39,1445.03,1064.73
2003-12-04,1732.01,12342.65,805.13,10429.99,1452.81,1069.72
2003-12-05,1733.0,12314.73,789.41,10373.46,1451.12,1061.5
2003-12-08,1719.33,12177.44,784.8,10045.34,1436.66,1069.3
2003-12-09,1711.36,12393.64,787.35,10124.28,1443.37,1060.18
2003-12-10,1711.15,12398.38,794.64,9910.56,1469.42,1059.05
2003-12-11,1720.19,12554.58,791.13,10075.14,1470.02,1071.21
2003-12-12,1727.73,12594.42,806.08,10169.66,1470.79,1074.14
2003-12-15,1743.17,12520.17,822.16,10490.77,1470.36,1068.04
2003-12-16,1729.04,12260.33,810.79,10271.6,1466.34,1075.13
2003-12-17,1723.57,12193.12,800.09,10092.64,1453.99,1076.48
2003-12-18,1715.63,12240.25,807.5,10104.0,1457.3,1089.18
2003-12-19,1710.81,12371.75,811.2,10284.54,1446.29,1088.66
2003-12-22,1722.49,12487.99,804.54,10372.51,1492.96,1092.94
2003-12-24,1725.87,12456.7,792.55,10371.27,1513.82,1094.04
2003-12-29,1741.01,12464.29,792.44,10500.62,1496.43,1109.48
2003-12-30,1763.87,12526.74,810.71,10676.64,1511.69,1109.64
2004-01-05,1828.66,13005.33,824.1,10825.17,1568.35,1122.22
2004-01-06,1828.72,13036.32,823.43,10813.99,1574.52,1123.67
2004-01-07,1835.96,13157.68,827.07,10757.82,1587.2,1126.33
2004-01-08,1841.68,13203.59,824.15,10837.65,1610.13,1131.92
2004-01-09,1852.53,13385.8,845.27,10965.05,1581.47,1121.86
2004-01-13,1861.56,13396.65,848.43,10849.68,1612.68,1121.22
2004-01-14,1860.53,13320.88,849.62,10863.0,1592.42,1130.52
2004-01-15,1829.98,13249.81,845.66,10665.15,1586.49,1132.05
2004-01-16,1836.87,13167.76,847.95,10857.2,1600.43,1139.83
2004-01-29,1842.32,13334.01,853.47,10779.44,1628.84,1134.11
2004-01-30,1848.36,13289.37,848.5,10783.61,1590.73,1131.13
2004-02-03,1845.13,13090.01,839.87,10641.92,1649.28,1136.03
2004-02-04,1834.64,13086.73,835.5,10447.25,1685.16,1126.52
2004-02-05,1828.66,13030.94,840.92,10464.6,1693.43,1128.59
2004-02-06,1854.41,13309.6,850.23,10460.92,1679.19,1142.76
2004-02-09,1888.2,13576.68,864.77,10402.61,1703.53,1139.81
2004-02-10,1872.68,13515.66,866.8,10365.4,1691.01,1145.54
2004-02-12,1862.94,13625.13,877.95,10459.26,1663.83,1152.11
2004-02-13,1864.07,13739.8,882.18,10557.69,1658.54,1145.81
2004-02-17,1893.47,13815.44,884.8,10701.13,1703.77,1156.99
2004-02-18,1888.51,13928.38,877.1,10676.81,1717.1,1151.82
2004-02-19,1889.96,13867.22,881.65,10753.8,1717.02,1147.06
2004-02-20,1891.78,13868.37,877.49,10720.69,1721.75,1144.11
2004-02-23,1884.53,13765.07,877.52,10868.96,1681.65,1140.99
2004-02-24,1878.41,13756.41,864.59,10644.13,1682.3,1139.09
2004-02-25,1868.28,13599.47,866.87,10658.73,1647.38,1143.67
2004-02-26,1888.7,13674.64,864.86,10815.29,1654.9,1144.91
2004-02-27,1888.63,13907.03,883.42,11041.92,1675.07,1144.94
2004-03-02,1892.93,13731.35,899.21,11361.51,1687.28,1149.1
2004-03-03,1880.58,13454.09,895.81,11351.92,1661.81,1151.03
2004-03-04,1893.01,13451.56,907.43,11401.79,1668.87,1154.87
2004-03-05,1891.54,13454.76,905.38,11537.29,1662.1,1156.86
2004-03-08,1888.35,13573.54,900.1,11502.86,1637.14,1147.2
2004-03-09,1885.2,13397.25,891.58,11532.04,1637.1,1140.58
2004-03-10,1875.02,13214.2,876.02,11433.24,1678.07,1123.89
2004-03-11,1847.78,13024.06,869.93,11297.04,1691.64,1106.78
2004-03-12,1835.08,12932.23,848.8,11162.75,1694.74,1120.57
2004-03-15,1838.23,12919.41,852.26,11317.9,1736.22,1104.49
2004-03-16,1826.32,12932.62,850.13,11242.29,1745.54,1110.7
2004-03-17,1833.57,12975.72,872.38,11436.86,1745.1,1123.75
2004-03-18,1835.18,12816.19,872.82,11484.28,1717.26,1122.32
2004-03-19,1839.12,12790.58,883.33,11418.51,1747.87,1109.78
2004-03-22,1812.16,12550.91,863.69,11318.51,1755.69,1095.4
2004-03-23,1818.41,12588.36,866.17,11281.09,1741.69,1093.95
2004-03-24,1835.29,12678.13,861.72,11364.99,1740.05,1091.33
2004-03-25,1830.4,12520.21,853.38,11530.91,1736.48,1109.19
2004-03-26,1827.11,12483.24,863.95,11770.65,1734.05,1108.06
2004-03-29,1835.54,12427.34,874.67,11718.24,1719.67,1122.47
2004-03-30,1844.54,12641.39,873.46,11693.68,1724.28,1127.0
2004-03-31,1858.92,12681.67,880.5,11715.39,1741.62,1126.21
2004-04-01,1870.7,12676.25,882.75,11683.42,1758.15,1132.17
2004-04-02,1880.45,12731.76,883.69,11815.95,1768.65,1141.81
2004-04-06,1881.67,12886.97,906.19,12079.7,1777.52,1148.16
2004-04-07,1884.43,12920.05,909.93,12019.62,1774.55,1140.53
2004-04-08,1901.92,12909.37,916.86,12092.59,1770.28,1139.32
2004-04-13,1895.51,13031.81,917.63,12127.82,1715.14,1129.44
2004-04-14,1869.67,12669.86,916.31,12098.18,1697.16,1128.17
2004-04-16,1853.99,12458.38,898.88,11824.56,1693.86,1134.61
2004-04-19,1844.71,12450.0,902.1,11764.21,1675.89,1135.82
2004-04-20,1850.42,12394.37,918.9,11952.26,1669.42,1118.15
2004-04-21,1848.41,12227.3,929.95,11944.3,1651.58,1124.09
2004-04-22,1863.71,12167.7,924.01,11980.1,1657.79,1139.93
2004-04-23,1867.64,12383.94,936.06,12120.66,1635.5,1140.6
2004-04-26,1849.38,12132.68,919.74,12163.89,1635.5,1135.53
2004-04-27,1853.58,12154.91,915.47,12044.88,1611.86,1138.11
2004-04-28,1847.76,12165.31,901.83,12004.29,1606.8,1122.41
2004-04-30,1842.03,11942.96,862.84,11761.79,1595.59,1107.3
2004-05-10,1791.78,11485.5,790.68,10884.7,1560.21,1087.12
2004-05-11,1803.39,11508.09,791.02,10907.18,1568.06,1095.45
2004-05-12,1802.17,11528.18,817.09,11153.58,1603.77,1097.28
2004-05-13,1778.59,11396.94,790.13,10825.1,1597.57,1096.44
2004-05-14,1754.96,11276.86,768.46,10849.63,1562.69,1095.7
2004-05-17,1700.33,10967.65,728.98,10505.05,1539.96,1084.1
2004-05-18,1722.8,11072.39,741.99,10711.09,1555.44,1091.49
2004-05-19,1765.26,11469.41,777.95,10967.74,1558.29,1088.68
2004-05-20,1741.57,11339.62,767.79,10862.04,1549.06,1089.19
2004-05-21,1767.23,11576.01,786.36,11070.25,1558.33,1093.56
2004-05-24,1779.79,11662.97,799.64,11101.64,1550.35,1095.41
2004-05-25,1766.42,11692.56,784.06,10962.93,1518.05,1113.05
2004-05-27,1778.55,11983.9,802.46,11166.03,1557.18,1121.28
2004-05-28,1787.18,12116.87,816.51,11309.57,1548.72,1120.68
2004-06-01,1791.97,12105.55,815.77,11296.76,1579.66,1121.2
2004-06-03,1780.88,11929.93,770.06,11027.05,1543.53,1116.64
2004-06-04,1791.7,12022.64,780.74,11128.05,1542.09,1122.5
2004-06-07,1818.0,12326.85,809.45,11439.92,1517.15,1140.42
2004-06-08,1820.14,12344.16,809.31,11521.93,1493.81,1142.18
2004-06-09,1820.12,12339.94,794.53,11449.74,1468.07,1131.33
2004-06-10,1828.79,12422.87,782.3,11575.97,1468.34,1136.47
2004-06-14,1814.06,12076.57,738.79,11491.66,1438.74,1125.29
2004-06-15,1820.5,12050.69,752.1,11387.7,1463.78,1132.01
2004-06-16,1831.31,12161.78,752.34,11641.72,1475.42,1133.56
2004-06-17,1814.15,12082.86,760.09,11607.9,1445.5,1132.05
2004-06-18,1791.62,11855.55,741.73,11382.08,1427.3,1135.02
2004-06-21,1787.15,11845.59,749.3,11600.16,1433.47,1130.3
2004-06-23,1794.65,11849.77,738.93,11580.56,1440.73,1144.06
2004-06-24,1799.48,12163.68,763.13,11744.15,1427.75,1140.65
2004-06-25,1805.54,12185.52,779.03,11780.4,1401.11,1134.43
2004-06-28,1816.42,12194.6,770.95,11884.06,1385.18,1133.35
2004-06-29,1830.24,12116.3,778.72,11860.81,1408.69,1136.2
2004-06-30,1838.0,12285.75,785.79,11858.87,1399.16,1140.84
2004-07-02,1839.33,12220.13,755.42,11721.49,1441.19,1125.38
2004-07-06,1874.57,12284.08,758.47,11475.27,1450.5,1116.21
2004-07-07,1873.75,12320.26,761.88,11384.86,1438.4,1118.33
2004-07-08,1860.5,12119.75,743.64,11322.23,1439.78,1109.11
2004-07-09,1862.03,12202.26,747.46,11423.53,1430.65,1112.81
2004-07-12,1870.89,12191.01,746.27,11582.28,1397.15,1114.35
2004-07-13,1878.15,12078.33,750.95,11608.62,1399.46,1115.14
2004-07-14,1870.9,11932.83,736.57,11356.65,1403.76,1111.47
2004-07-15,1867.56,11939.41,732.74,11409.14,1421.54,1106.69
2004-07-16,1871.47,12059.2,739.39,11436.0,1456.13,1101.39
2004-07-20,1865.26,12123.63,737.0,11258.37,1447.94,1108.67
2004-07-21,1873.17,12395.11,753.32,11433.86,1448.04,1093.88
2004-07-22,1862.97,12320.21,742.63,11285.04,1407.44,1096.84
2004-07-23,1850.26,12352.99,737.51,11187.33,1407.4,1086.2
2004-07-26,1855.98,12319.83,736.21,11159.55,1387.67,1084.07
2004-07-27,1869.08,12301.32,738.51,11031.54,1384.13,1094.83
2004-07-28,1875.25,12320.27,744.42,11204.37,1388.81,1095.42
2004-07-29,1892.11,12183.1,730.61,11116.84,1407.33,1100.43
2004-07-30,1891.71,12238.03,735.34,11325.78,1386.2,1101.72
2004-08-02,1887.41,12201.39,719.59,11222.24,1373.22,1106.62
2004-08-03,1911.8,12357.12,726.44,11140.57,1366.37,1099.69
2004-08-04,1903.85,12280.26,729.41,11010.02,1404.51,1098.63
2004-08-05,1935.7,12491.92,743.35,11060.89,1389.04,1080.7
2004-08-06,1922.75,12478.68,733.95,10972.57,1390.46,1063.97
2004-08-09,1922.75,12467.41,742.13,10908.7,1395.85,1065.22
2004-08-10,1901.41,12408.04,748.62,10953.55,1400.77,1079.04
2004-08-11,1896.19,12343.13,753.06,11049.46,1384.96,1075.79
2004-08-12,1888.18,12413.43,766.7,11028.07,1368.2,1063.23
2004-08-13,1872.88,12359.83,776.02,10757.2,1368.45,1064.8
2004-08-16,1877.6,12219.75,773.85,10687.81,1354.51,1079.34
2004-08-17,1880.52,12256.12,771.03,10725.97,1360.2,1081.71
2004-08-18,1890.68,12228.54,773.19,10774.26,1358.22,1095.17
2004-08-19,1907.05,12396.67,788.53,10903.53,1340.45,1091.23
2004-08-20,1894.93,12376.9,787.64,10889.14,1341.74,1098.35
2004-08-23,1901.23,12431.77,787.65,10960.97,1325.41,1095.68
2004-08-24,1905.4,12646.49,792.34,10985.33,1344.63,1096.19
2004-08-25,1917.09,12793.03,803.97,11130.02,1339.78,1104.96
2004-08-26,1919.1,12784.39,810.21,11129.33,1334.42,1105.09
2004-08-27,1915.9,12818.42,810.3,11209.59,1320.61,1107.77
2004-08-30,1905.45,12877.78,805.19,11184.53,1319.53,1099.15
2004-08-31,1918.34,12850.28,803.57,11081.79,1342.06,1104.24
2004-09-01,1929.48,13023.87,817.36,11127.35,1321.46,1105.91
2004-09-02,1940.86,12999.07,823.83,11152.75,1327.93,1118.31
2004-09-03,1936.55,12948.1,820.69,11022.49,1327.12,1113.63
2004-09-07,1961.47,13136.04,818.8,11298.94,1324.29,1121.3
2004-09-08,1959.13,13049.96,815.85,11279.19,1309.33,1116.27
2004-09-09,1965.28,12942.2,821.88,11170.96,1284.31,1118.38
2004-09-10,1967.7,13003.99,836.34,11083.23,1287.08,1123.92
2004-09-13,1985.79,13139.57,851.91,11253.11,1260.32,1125.82
2004-09-14,1994.13,13148.06,851.42,11295.58,1300.36,1128.33
2004-09-15,2003.99,13084.4,850.63,11158.58,1355.23,1120.37
2004-09-16,1997.12,13209.84,855.38,11139.36,1371.2,1123.5
2004-09-17,2003.56,13224.93,848.11,11082.49,1414.7,1128.55
2004-09-21,2001.87,13304.48,857.15,11080.87,1448.56,1129.3
2004-09-22,1993.55,13272.23,835.1,11019.41,1420.15,1113.56
2004-09-24,1973.46,13066.84,832.1,10895.16,1435.56,1110.11
2004-09-30,1984.74,13120.03,835.09,10823.57,1396.7,1114.58
2004-10-08,2004.3,13241.46,881.38,11349.35,1422.93,1122.14
2004-10-12,1971.04,13251.59,858.09,11201.81,1384.44,1121.84
2004-10-13,1971.15,13171.58,856.18,11195.99,1386.72,1113.65
2004-10-14,1951.47,13035.38,846.63,11034.29,1332.94,1103.29
2004-10-15,1962.54,13059.43,841.94,10982.95,1330.52,1108.2
2004-10-18,1950.55,13034.74,848.27,10965.62,1335.39,1114.02
2004-10-19,1970.23,13154.55,855.77,11064.86,1337.62,1103.23
2004-10-20,1953.0,12999.13,828.61,10882.18,1330.58,1103.66
2004-10-21,1969.18,13015.2,820.63,10789.23,1310.55,1106.49
2004-10-25,1953.44,12818.1,808.14,10659.15,1311.15,1094.8
2004-10-26,1957.41,12852.35,813.7,10672.46,1324.78,1111.09
2004-10-27,1959.05,12838.71,809.91,10691.95,1342.8,1125.4
2004-10-28,1988.05,13113.15,833.54,10853.12,1341.74,1127.44
2004-10-29,1980.69,13054.66,834.84,10771.42,1320.54,1130.2
2004-11-01,1978.79,13094.25,835.66,10734.71,1305.29,1130.51
2004-11-02,1995.38,13308.74,846.67,10887.81,1301.53,1130.56
2004-11-04,2010.65,13369.09,851.2,10946.27,1304.78,1161.67
2004-11-05,2015.77,13494.95,860.68,11061.77,1305.13,1166.17
2004-11-08,2009.96,13561.49,846.11,10983.83,1304.23,1164.89
2004-11-09,2011.51,13516.67,844.15,10964.87,1307.43,1164.08
2004-11-10,2022.99,13672.37,860.54,10994.96,1354.39,1162.91
2004-11-12,2038.46,13784.46,876.67,11019.98,1352.22,1184.17
2004-11-16,2036.42,13746.08,876.61,11161.75,1370.39,1175.43
2004-11-17,2046.4,13824.98,885.42,11131.29,1356.14,1181.94
2004-11-18,2032.62,13799.82,875.84,11082.42,1367.83,1183.55
2004-11-19,2038.21,13787.68,867.03,11082.84,1379.96,1170.34
2004-11-22,2020.14,13800.6,849.99,10849.39,1383.02,1177.24
2004-11-24,2040.19,13997.02,872.56,10872.33,1359.12,1181.76
2004-11-26,2028.43,13895.03,858.12,10833.75,1356.73,1182.65
2004-11-29,2038.72,14066.91,865.4,10977.89,1337.43,1178.57
